대변,,,,NNP,*,F,대변,*,*,*,*,*
동상,,,,NNP,*,F,동상,*,*,*,*,*
두드러기,,,,NNP,*,F,두드러기,*,*,*,*,*
다한증,,,,NNP,*,F,다한증,*,*,*,*,*
두근,,,,NNP,*,F,두근,*,*,*,*,*
두근거림,,,,NNP,*,F,두근거림,*,*,*,*,*
병충해,,,,NNP,*,F,병충해,*,*,*,*,*
감염,,,,NNP,*,F,감염,*,*,*,*,*
만성,,,,NNP,*,F,만성,*,*,*,*,*
피로,,,,NNP,*,F,피로,*,*,*,*,*
증후군,,,,NNP,*,F,증후군,*,*,*,*,*
만성피로증후군,,,,NNP,*,F,만성피로증후군,*,*,*,*,*
모반,,,,NNP,*,F,모반,*,*,*,*,*
월경,,,,NNP,*,F,월경,*,*,*,*,*
무월경,,,,NNP,*,F,무월경,*,*,*,*,*
더듬,,,,NNP,*,F,더듬,*,*,*,*,*
말더듬,,,,NNP,*,F,말더듬,*,*,*,*,*
쉼,,,,NNP,*,F,쉼,*,*,*,*,*
목쉼,,,,NNP,*,F,목쉼,*,*,*,*,*
바이러스성,,,,NNP,*,F,바이러스성,*,*,*,*,*
사마귀,,,,NNP,*,F,사마귀,*,*,*,*,*
발치,,,,NNP,*,F,발치,*,*,*,*,*
백반증,,,,NNP,*,F,백반증,*,*,*,*,*
변비,,,,NNP,*,F,변비,*,*,*,*,*
부종,,,,NNP,*,F,부종,*,*,*,*,*
불임증,,,,NNP,*,F,불임증,*,*,*,*,*
발기,,,,NNP,*,F,발기,*,*,*,*,*
부전,,,,NNP,*,F,부전,*,*,*,*,*
발기부전,,,,NNP,*,F,발기부전,*,*,*,*,*
배뇨,,,,NNP,*,F,배뇨,*,*,*,*,*
백선증,,,,NNP,*,F,백선증,*,*,*,*,*
복부,,,,NNP,*,F,복부,*,*,*,*,*
복푸팽만,,,,NNP,*,F,복푸팽만,*,*,*,*,*
팽창,,,,NNP,*,F,팽창,*,*,*,*,*
부정맥,,,,NNP,*,F,부정맥,*,*,*,*,*
불면증,,,,NNP,*,F,불면증,*,*,*,*,*
비문증,,,,NNP,*,F,비문증,*,*,*,*,*
비문,,,,NNP,*,F,비문,*,*,*,*,*
불면,,,,NNP,*,F,불면,*,*,*,*,*
사랑니,,,,NNP,*,F,사랑니,*,*,*,*,*
산후우울증,,,,NNP,*,F,산후우울증,*,*,*,*,*
생리통,,,,NNP,*,F,생리통,*,*,*,*,*
성장장애,,,,NNP,*,F,성장장애,*,*,*,*,*
성폭력,,,,NNP,*,F,성폭력,*,*,*,*,*
소아,,,,NNP,*,F,소아,*,*,*,*,*
소아비만,,,,NNP,*,F,소아비만,*,*,*,*,*
소아발진,,,,NNP,*,F,소아발진,*,*,*,*,*
떨림,,,,NNP,*,F,떨림,*,*,*,*,*
손떨림,,,,NNP,*,F,손떨림,*,*,*,*,*
수전증,,,,NNP,*,F,수전증,*,*,*,*,*
수면,,,,NNP,*,F,수면,*,*,*,*,*
장애,,,,NNP,*,F,장애,*,*,*,*,*
습진,,,,NNP,*,F,습진,*,*,*,*,*
식이장애,,,,NNP,*,F,식이장애,*,*,*,*,*
신경증,,,,NNP,*,F,신경증,*,*,*,*,*
실신,,,,NNP,*,F,실신,*,*,*,*,*
사시,,,,NNP,*,F,사시,*,*,*,*,*
색각,,,,NNP,*,F,색각,*,*,*,*,*
색각이상,,,,NNP,*,F,색각이상,*,*,*,*,*
이상,,,,NNP,*,F,이상,*,*,*,*,*
설사,,,,NNP,*,F,설사,*,*,*,*,*
성조숙증,,,,NNP,*,F,성조숙증,*,*,*,*,*
조숙증,,,,NNP,*,F,조숙증,*,*,*,*,*
소변,,,,NNP,*,F,소변,*,*,*,*,*
소변이상,,,,NNP,*,F,소변이상,*,*,*,*,*
소아청각장애,,,,NNP,*,F,소아청각장애,*,*,*,*,*
소화,,,,NNP,*,F,소화,*,*,*,*,*
소화불량,,,,NNP,*,F,소화불량,*,*,*,*,*
수면,,,,NNP,*,F,수면,*,*,*,*,*
무호흡증,,,,NNP,*,F,무호흡증,*,*,*,*,*
수면무호흡증,,,,NNP,*,F,수면무호흡증,*,*,*,*,*
스트레스,,,,NNP,*,F,스트레스,*,*,*,*,*
시린이,,,,NNP,*,F,시린이,*,*,*,*,*
식중도,,,,NNP,*,F,식중도,*,*,*,*,*
신생아,,,,NNP,*,F,신생아,*,*,*,*,*
황달,,,,NNP,*,F,황달,*,*,*,*,*
신생아황달,,,,NNP,*,F,신생아황달,*,*,*,*,*
실어증,,,,NNP,*,F,실어증,*,*,*,*,*
아토피,,,,NNP,*,F,아토피,*,*,*,*,*
아토피피부염,,,,NNP,*,F,아토피피부염,*,*,*,*,*
피부염,,,,NNP,*,F,피부염,*,*,*,*,*
안면,,,,NNP,*,F,안면,*,*,*,*,*
홍조,,,,NNP,*,F,홍조,*,*,*,*,*
안면홍조,,,,NNP,*,F,안면홍조,*,*,*,*,*
암,,,,NNP,*,F,암,*,*,*,*,*
야뇨증,,,,NNP,*,F,야뇨증,*,*,*,*,*
약시,,,,NNP,*,F,약시,*,*,*,*,*
언어장애,,,,NNP,*,F,언어장애,*,*,*,*,*
얼굴마비,,,,NNP,*,F,얼굴마비,*,*,*,*,*
염좌,,,,NNP,*,F,염좌,*,*,*,*,*
오십견,,,,NNP,*,F,오십견,*,*,*,*,*
오이도염,,,,NNP,*,F,오이도염,*,*,*,*,*
요실금,,,,NNP,*,F,요실금,*,*,*,*,*
욕창,,,,NNP,*,F,욕창,*,*,*,*,*
아동학재,,,,NNP,*,F,아동학재,*,*,*,*,*
안구,,,,NNP,*,F,안구,*,*,*,*,*
건조증,,,,NNP,*,F,건조증,*,*,*,*,*
안구건조증,,,,NNP,*,F,안구건조증,*,*,*,*,*
안외상,,,,NNP,*,F,안외상,*,*,*,*,*
알코올,,,,NNP,*,F,알코올,*,*,*,*,*
중독,,,,NNP,*,F,중독,*,*,*,*,*
알코올중독,,,,NNP,*,F,알코올중독,*,*,*,*,*
액취증,,,,NNP,*,F,액취증,*,*,*,*,*
약물,,,,NNP,*,F,약물,*,*,*,*,*
약물중독,,,,NNP,*,F,약물중독,*,*,*,*,*
얼굴떨림,,,,NNP,*,F,얼굴떨림,*,*,*,*,*
여드름,,,,NNP,*,F,여드름,*,*,*,*,*
연조직염,,,,NNP,*,F,연조직염,*,*,*,*,*
종기,,,,NNP,*,F,종기,*,*,*,*,*
열상,,,,NNP,*,F,열상,*,*,*,*,*
오심,,,,NNP,*,F,오심,*,*,*,*,*
구토,,,,NNP,*,F,구토,*,*,*,*,*
왜소음경,,,,NNP,*,F,왜소음경,*,*,*,*,*
요로,,,,NNP,*,F,요로,*,*,*,*,*
감염,,,,NNP,*,F,감염,*,*,*,*,*
요로감염,,,,NNP,*,F,요로감염,*,*,*,*,*
요통,,,,NNP,*,F,요통,*,*,*,*,*
원시,,,,NNP,*,F,원시,*,*,*,*,*
위염,,,,NNP,*,F,위염,*,*,*,*,*
유루증,,,,NNP,*,F,유루증,*,*,*,*,*
유방통,,,,NNP,*,F,유방통,*,*,*,*,*
이명,,,,NNP,*,F,이명,*,*,*,*,*
일과성,,,,NNP,*,F,일과성,*,*,*,*,*
허혈,,,,NNP,*,F,허혈,*,*,*,*,*
발작,,,,NNP,*,F,발작,*,*,*,*,*
일과성허혈발작,,,,NNP,*,F,일과성허혈발작,*,*,*,*,*
입덧,,,,NNP,*,F,입덧,*,*,*,*,*
입냄새,,,,NNP,*,F,입냄새,*,*,*,*,*
입넴세,,,,NNP,*,F,입넴세,*,*,*,*,*
입냄세,,,,NNP,*,F,입냄세,*,*,*,*,*
이갈이,,,,NNP,*,F,이갈이,*,*,*,*,*
유방통,,,,NNP,*,F,유방통,*,*,*,*,*
유방종괴,,,,NNP,*,F,유방종괴,*,*,*,*,*
유두분비,,,,NNP,*,F,유두분비,*,*,*,*,*
원형탈모,,,,NNP,*,F,원형탈모,*,*,*,*,*
저시력,,,,NNP,*,F,저시력,*,*,*,*,*
저체온증,,,,NNP,*,F,저체온증,*,*,*,*,*
좌골,,,,NNP,*,F,좌골,*,*,*,*,*
신경통,,,,NNP,*,F,신경통,*,*,*,*,*
좌골신경통,,,,NNP,*,F,좌골신경통,*,*,*,*,*
질,,,,NNP,*,F,질,*,*,*,*,*
분비물,,,,NNP,*,F,분비물,*,*,*,*,*
질분비물,,,,NNP,*,F,질분비물,*,*,*,*,*
저신장,,,,NNP,*,F,저신장,*,*,*,*,*
조갑감입,,,,NNP,*,F,조갑감입,*,*,*,*,*
조갑,,,,NNP,*,F,조갑,*,*,*,*,*
중증,,,,NNP,*,F,중증,*,*,*,*,*
급성,,,,NNP,*,F,급성,*,*,*,*,*
호흡기,,,,NNP,*,F,호흡기,*,*,*,*,*
중증급성호흡기증후군,,,,NNP,*,F,중증급성호흡기증후군,*,*,*,*,*
척추,,,,NNP,*,F,척추,*,*,*,*,*
충치,,,,NNP,*,F,충치,*,*,*,*,*
체중감소,,,,NNP,*,F,체중감소,*,*,*,*,*
체중증가,,,,NNP,*,F,체중증가,*,*,*,*,*
치통,,,,NNP,*,F,치통,*,*,*,*,*
만성,,,,NNP,*,F,만성,*,*,*,*,*
통증,,,,NNP,*,F,통증,*,*,*,*,*
만성통증,,,,NNP,*,F,만성통증,*,*,*,*,*
코뼈,,,,NNP,*,F,코뼈,*,*,*,*,*
골절,,,,NNP,*,F,골절,*,*,*,*,*
크루프,,,,NNP,*,F,크루프,*,*,*,*,*
코피,,,,NNP,*,F,코피,*,*,*,*,*
탈수,,,,NNP,*,F,탈수,*,*,*,*,*
전해질,,,,NNP,*,F,전해질,*,*,*,*,*
토혈,,,,NNP,*,F,토혈,*,*,*,*,*
턱관절,,,,NNP,*,F,턱관절,*,*,*,*,*
턱관절장애,,,,NNP,*,F,턱관절장애,*,*,*,*,*
틱장애,,,,NNP,*,F,틱장애,*,*,*,*,*
편도염,,,,NNP,*,F,편도염,*,*,*,*,*
편두통,,,,NNP,*,F,편두통,*,*,*,*,*
평발,,,,NNP,*,F,평발,*,*,*,*,*
폐경기,,,,NNP,*,F,폐경기,*,*,*,*,*
학습장애,,,,NNP,*,F,학습장애,*,*,*,*,*
혈변,,,,NNP,*,F,혈변,*,*,*,*,*
흑변,,,,NNP,*,F,흑변,*,*,*,*,*
항문,,,,NNP,*,F,항문,*,*,*,*,*
가려움증,,,,NNP,*,F,가려움증,*,*,*,*,*
항문가려움증,,,,NNP,*,F,항문가려움증,*,*,*,*,*
화상,,,,NNP,*,F,화상,*,*,*,*,*
흉통,,,,NNP,*,F,흉통,*,*,*,*,*
흉곽기형,,,,NNP,*,F,흉곽기형,*,*,*,*,*
당뇨병,,,,NNP,*,F,당뇨병,*,*,*,*,*
당뇨병성망막병증,,,,NNP,*,F,당뇨병성망막병증,*,*,*,*,*
고혈압,,,,NNP,*,F,고혈압,*,*,*,*,*
당뇨병,,,,NNP,*,F,당뇨병,*,*,*,*,*
사람유두종바이러스,,,,NNP,*,F,사람유두종바이러스,*,*,*,*,*
바이러스,,,,NNP,*,F,바이러스,*,*,*,*,*
파상풍,,,,NNP,*,F,파상풍,*,*,*,*,*
백일해,,,,NNP,*,F,백일해,*,*,*,*,*
디프테리아,,,,NNP,*,F,디프테리아,*,*,*,*,*
A형간염,,,,NNP,*,F,A형간염,*,*,*,*,*
a형간염,,,,NNP,*,F,a형간염,*,*,*,*,*
흉통,,,,NNP,*,F,흉통,*,*,*,*,*
우울증,,,,NNP,*,F,우울증,*,*,*,*,*
양성자세현훈,,,,NNP,*,F,양성자세현훈,*,*,*,*,*
어지럼증,,,,NNP,*,F,어지럼증,*,*,*,*,*
협심증,,,,NNP,*,F,협심증,*,*,*,*,*
자궁근종,,,,NNP,*,F,자궁근종,*,*,*,*,*
일본뇌염,,,,NNP,*,F,일본뇌염,*,*,*,*,*
접촉성 피부염,,,,NNP,*,F,접촉성 피부염,*,*,*,*,*
녹내장,,,,NNP,*,F,녹내장,*,*,*,*,*
조울증,,,,NNP,*,F,조울증,*,*,*,*,*
칸디다 질염,,,,NNP,*,F,칸디다 질염,*,*,*,*,*
뇌수막염,,,,NNP,*,F,뇌수막염,*,*,*,*,*
방광염,,,,NNP,*,F,방광염,*,*,*,*,*
위경련,,,,NNP,*,F,위경련,*,*,*,*,*
췌장염,,,,NNP,*,F,췌장염,*,*,*,*,*
모공각화증,,,,NNP,*,F,모공각화증,*,*,*,*,*
공황장애,,,,NNP,*,F,공황장애,*,*,*,*,*
두드러기,,,,NNP,*,F,두드러기,*,*,*,*,*
갑상선 기능 저하증,,,,NNP,*,F,갑상선 기능 저하증,*,*,*,*,*
냉방병,,,,NNP,*,F,냉방병,*,*,*,*,*
과민성 대장 증후군,,,,NNP,*,F,과민성 대장 증후군,*,*,*,*,*
고지혈증,,,,NNP,*,F,고지혈증,*,*,*,*,*
당뇨병,,,,NNP,*,F,당뇨병,*,*,*,*,*
흑사병,,,,NNP,*,F,흑사병,*,*,*,*,*
부정맥,,,,NNP,*,F,부정맥,*,*,*,*,*
조현병,,,,NNP,*,F,조현병,*,*,*,*,*
크론병,,,,NNP,*,F,크론병,*,*,*,*,*
눈다래끼,,,,NNP,*,F,눈다래끼,*,*,*,*,*
수두,,,,NNP,*,F,수두,*,*,*,*,*
갑상선 기능 항진증,,,,NNP,*,F,갑상선 기능 항진증,*,*,*,*,*
식중독,,,,NNP,*,F,식중독,*,*,*,*,*
콜레스테롤수치란 무엇이고 적정수준은 어느 정도인가요?,,,,NNP,*,F,콜레스테롤수치란 무엇이고 적정수준은 어느 정도인가요?,*,*,*,*,*
베체트병,,,,NNP,*,F,베체트병,*,*,*,*,*
불안장애,,,,NNP,*,F,불안장애,*,*,*,*,*
임파선염,,,,NNP,*,F,임파선염,*,*,*,*,*
구내염,,,,NNP,*,F,구내염,*,*,*,*,*
돌발진,,,,NNP,*,F,돌발진,*,*,*,*,*
피부암,,,,NNP,*,F,피부암,*,*,*,*,*
고혈압,,,,NNP,*,F,고혈압,*,*,*,*,*
결핵,,,,NNP,*,F,결핵,*,*,*,*,*
폐렴,,,,NNP,*,F,폐렴,*,*,*,*,*
농가진,,,,NNP,*,F,농가진,*,*,*,*,*
하지정맥류,,,,NNP,*,F,하지정맥류,*,*,*,*,*
편도결석,,,,NNP,*,F,편도결석,*,*,*,*,*
섬망,,,,NNP,*,F,섬망,*,*,*,*,*
메니에르병,,,,NNP,*,F,메니에르병,*,*,*,*,*
요로결석,,,,NNP,*,F,요로결석,*,*,*,*,*
인두통 및 인후통,,,,NNP,*,F,인두통 및 인후통,*,*,*,*,*
봉와직염,,,,NNP,*,F,봉와직염,*,*,*,*,*
자궁내막증,,,,NNP,*,F,자궁내막증,*,*,*,*,*
뇌전증,,,,NNP,*,F,뇌전증,*,*,*,*,*
대상포진,,,,NNP,*,F,대상포진,*,*,*,*,*
패혈증,,,,NNP,*,F,패혈증,*,*,*,*,*
편도염,,,,NNP,*,F,편도염,*,*,*,*,*
뇌졸중,,,,NNP,*,F,뇌졸중,*,*,*,*,*
불면증,,,,NNP,*,F,불면증,*,*,*,*,*
위궤양,,,,NNP,*,F,위궤양,*,*,*,*,*
천식,,,,NNP,*,F,천식,*,*,*,*,*
골반염,,,,NNP,*,F,골반염,*,*,*,*,*
건선,,,,NNP,*,F,건선,*,*,*,*,*
파상풍,,,,NNP,*,F,파상풍,*,*,*,*,*
정관 수술,,,,NNP,*,F,정관 수술,*,*,*,*,*
난시,,,,NNP,*,F,난시,*,*,*,*,*
당화혈색소 확인하기,,,,NNP,*,F,당화혈색소 확인하기,*,*,*,*,*
모낭염,,,,NNP,*,F,모낭염,*,*,*,*,*
사마귀,,,,NNP,*,F,사마귀,*,*,*,*,*
연성 섬유종,,,,NNP,*,F,연성 섬유종,*,*,*,*,*
빈혈,,,,NNP,*,F,빈혈,*,*,*,*,*
대장암,,,,NNP,*,F,대장암,*,*,*,*,*
미주신경성 실신,,,,NNP,*,F,미주신경성 실신,*,*,*,*,*
종기,,,,NNP,*,F,종기,*,*,*,*,*
하지불안 증후군,,,,NNP,*,F,하지불안 증후군,*,*,*,*,*
오십견,,,,NNP,*,F,오십견,*,*,*,*,*
자폐증,,,,NNP,*,F,자폐증,*,*,*,*,*
아토피 피부염,,,,NNP,*,F,아토피 피부염,*,*,*,*,*
강직성 척추염,,,,NNP,*,F,강직성 척추염,*,*,*,*,*
심근경색증,,,,NNP,*,F,심근경색증,*,*,*,*,*
결절,,,,NNP,*,F,결절,*,*,*,*,*
류마티스 관절염,,,,NNP,*,F,류마티스 관절염,*,*,*,*,*
식도염,,,,NNP,*,F,식도염,*,*,*,*,*
비문증,,,,NNP,*,F,비문증,*,*,*,*,*
배란통,,,,NNP,*,F,배란통,*,*,*,*,*
심부전,,,,NNP,*,F,심부전,*,*,*,*,*
임신중독증,,,,NNP,*,F,임신중독증,*,*,*,*,*
갑상선 기능 항진증,,,,NNP,*,F,갑상선 기능 항진증,*,*,*,*,*
전립선비대증,,,,NNP,*,F,전립선비대증,*,*,*,*,*
편두통,,,,NNP,*,F,편두통,*,*,*,*,*
주의력결핍 과잉행동장애,,,,NNP,*,F,주의력결핍 과잉행동장애,*,*,*,*,*
눈꺼풀처짐,,,,NNP,*,F,눈꺼풀처짐,*,*,*,*,*
옴,,,,NNP,*,F,옴,*,*,*,*,*
중이염,,,,NNP,*,F,중이염,*,*,*,*,*
자궁선근증,,,,NNP,*,F,자궁선근증,*,*,*,*,*
식중독 및 장염,,,,NNP,*,F,식중독 및 장염,*,*,*,*,*
볼거리,,,,NNP,*,F,볼거리,*,*,*,*,*
피부묘기증,,,,NNP,*,F,피부묘기증,*,*,*,*,*
다운증후군,,,,NNP,*,F,다운증후군,*,*,*,*,*
중성지방은 무엇이고 적정수준은 어느 정도인가요?,,,,NNP,*,F,중성지방은 무엇이고 적정수준은 어느 정도인가요?,*,*,*,*,*
백혈병,,,,NNP,*,F,백혈병,*,*,*,*,*
루푸스,,,,NNP,*,F,루푸스,*,*,*,*,*
위축성 위염,,,,NNP,*,F,위축성 위염,*,*,*,*,*
결막염,,,,NNP,*,F,결막염,*,*,*,*,*
담낭염,,,,NNP,*,F,담낭염,*,*,*,*,*
루게릭병,,,,NNP,*,F,루게릭병,*,*,*,*,*
설암,,,,NNP,*,F,설암,*,*,*,*,*
아나필락시스,,,,NNP,*,F,아나필락시스,*,*,*,*,*
홍반,,,,NNP,*,F,홍반,*,*,*,*,*
충수염,,,,NNP,*,F,충수염,*,*,*,*,*
인유두종 바이러스,,,,NNP,*,F,인유두종 바이러스,*,*,*,*,*
기흉,,,,NNP,*,F,기흉,*,*,*,*,*
갑상선 결절,,,,NNP,*,F,갑상선 결절,*,*,*,*,*
귀의 통증 및 분비물,,,,NNP,*,F,귀의 통증 및 분비물,*,*,*,*,*
두통,,,,NNP,*,F,두통,*,*,*,*,*
황반변성,,,,NNP,*,F,황반변성,*,*,*,*,*
무지외반증,,,,NNP,*,F,무지외반증,*,*,*,*,*
담석증,,,,NNP,*,F,담석증,*,*,*,*,*
혓바늘,,,,NNP,*,F,혓바늘,*,*,*,*,*
갑상선 기능 저하증,,,,NNP,*,F,갑상선 기능 저하증,*,*,*,*,*
섬유근육통,,,,NNP,*,F,섬유근육통,*,*,*,*,*
B형 간염,,,,NNP,*,F,B형 간염,*,*,*,*,*
급성췌장염,,,,NNP,*,F,급성췌장염,*,*,*,*,*
소양감,,,,NNP,*,F,소양감,*,*,*,*,*
아스퍼거 장애,,,,NNP,*,F,아스퍼거 장애,*,*,*,*,*
후두염,,,,NNP,*,F,후두염,*,*,*,*,*
A형 간염,,,,NNP,*,F,A형 간염,*,*,*,*,*
습진,,,,NNP,*,F,습진,*,*,*,*,*
이명,,,,NNP,*,F,이명,*,*,*,*,*
자궁경부암 검사,,,,NNP,*,F,자궁경부암 검사,*,*,*,*,*
칸디다증,,,,NNP,*,F,칸디다증,*,*,*,*,*
매독,,,,NNP,*,F,매독,*,*,*,*,*
딸꾹질,,,,NNP,*,F,딸꾹질,*,*,*,*,*
림프종,,,,NNP,*,F,림프종,*,*,*,*,*
거품뇨,,,,NNP,*,F,거품뇨,*,*,*,*,*
외이도염,,,,NNP,*,F,외이도염,*,*,*,*,*
알츠하이머병,,,,NNP,*,F,알츠하이머병,*,*,*,*,*
질 출혈,,,,NNP,*,F,질 출혈,*,*,*,*,*
염좌,,,,NNP,*,F,염좌,*,*,*,*,*
지방간,,,,NNP,*,F,지방간,*,*,*,*,*
돌발성 난청,,,,NNP,*,F,돌발성 난청,*,*,*,*,*
발기부전,,,,NNP,*,F,발기부전,*,*,*,*,*
모야모야병,,,,NNP,*,F,모야모야병,*,*,*,*,*
척추관 협착증,,,,NNP,*,F,척추관 협착증,*,*,*,*,*
치루,,,,NNP,*,F,치루,*,*,*,*,*
급성 신우신염,,,,NNP,*,F,급성 신우신염,*,*,*,*,*
심폐소생술,,,,NNP,*,F,심폐소생술,*,*,*,*,*
이상지질혈증,,,,NNP,*,F,이상지질혈증,*,*,*,*,*
굳은살과 티눈,,,,NNP,*,F,굳은살과 티눈,*,*,*,*,*
성조숙증,,,,NNP,*,F,성조숙증,*,*,*,*,*
땀띠,,,,NNP,*,F,땀띠,*,*,*,*,*
노로 바이러스,,,,NNP,*,F,노로 바이러스,*,*,*,*,*
세균성 질염,,,,NNP,*,F,세균성 질염,*,*,*,*,*
파킨슨병,,,,NNP,*,F,파킨슨병,*,*,*,*,*
자폐증,,,,NNP,*,F,자폐증,*,*,*,*,*
황달,,,,NNP,*,F,황달,*,*,*,*,*
변비,,,,NNP,*,F,변비,*,*,*,*,*
라미네이트,,,,NNP,*,F,라미네이트,*,*,*,*,*
좌골신경통,,,,NNP,*,F,좌골신경통,*,*,*,*,*
탈장,,,,NNP,*,F,탈장,*,*,*,*,*
폐결절,,,,NNP,*,F,폐결절,*,*,*,*,*
두통,,,,NNP,*,F,두통,*,*,*,*,*
틱장애,,,,NNP,*,F,틱장애,*,*,*,*,*
통풍,,,,NNP,*,F,통풍,*,*,*,*,*
어루러기,,,,NNP,*,F,어루러기,*,*,*,*,*
착상혈,,,,NNP,*,F,착상혈,*,*,*,*,*
"최고의 숙취해소음료, 물",,,,NNP,*,F,"최고의 숙취해소음료, 물",*,*,*,*,*
무좀,,,,NNP,*,F,무좀,*,*,*,*,*
가슴통증,,,,NNP,*,F,가슴통증,*,*,*,*,*
비브리오패혈증,,,,NNP,*,F,비브리오패혈증,*,*,*,*,*
혈관건강을 지키는 좋은 음식들,,,,NNP,*,F,혈관건강을 지키는 좋은 음식들,*,*,*,*,*
지방간,,,,NNP,*,F,지방간,*,*,*,*,*
성기 클라미디아 감염증,,,,NNP,*,F,성기 클라미디아 감염증,*,*,*,*,*
수족구병,,,,NNP,*,F,수족구병,*,*,*,*,*
자궁외 임신,,,,NNP,*,F,자궁외 임신,*,*,*,*,*
외상 후 스트레스 장애,,,,NNP,*,F,외상 후 스트레스 장애,*,*,*,*,*
백반증,,,,NNP,*,F,백반증,*,*,*,*,*
간 기능 검사,,,,NNP,*,F,간 기능 검사,*,*,*,*,*
인후염,,,,NNP,*,F,인후염,*,*,*,*,*
만성 부비동염,,,,NNP,*,F,만성 부비동염,*,*,*,*,*
난소암,,,,NNP,*,F,난소암,*,*,*,*,*
경계성 성격장애,,,,NNP,*,F,경계성 성격장애,*,*,*,*,*
강박증,,,,NNP,*,F,강박증,*,*,*,*,*
사회불안장애,,,,NNP,*,F,사회불안장애,*,*,*,*,*
질분비물,,,,NNP,*,F,질분비물,*,*,*,*,*
계류유산,,,,NNP,*,F,계류유산,*,*,*,*,*
대장내시경,,,,NNP,*,F,대장내시경,*,*,*,*,*
장폐색,,,,NNP,*,F,장폐색,*,*,*,*,*
근막동통 증후군,,,,NNP,*,F,근막동통 증후군,*,*,*,*,*
쯔쯔가무시,,,,NNP,*,F,쯔쯔가무시,*,*,*,*,*
배란,,,,NNP,*,F,배란,*,*,*,*,*
충혈,,,,NNP,*,F,충혈,*,*,*,*,*
담석증,,,,NNP,*,F,담석증,*,*,*,*,*
급성 편도염,,,,NNP,*,F,급성 편도염,*,*,*,*,*
사소한 습관이 면역력을 높인다,,,,NNP,*,F,사소한 습관이 면역력을 높인다,*,*,*,*,*
류마티스 관절염,,,,NNP,*,F,류마티스 관절염,*,*,*,*,*
인두염,,,,NNP,*,F,인두염,*,*,*,*,*
궤양성 대장염,,,,NNP,*,F,궤양성 대장염,*,*,*,*,*
경구 피임법,,,,NNP,*,F,경구 피임법,*,*,*,*,*
난소낭종,,,,NNP,*,F,난소낭종,*,*,*,*,*
헬리코박터 파일로리,,,,NNP,*,F,헬리코박터 파일로리,*,*,*,*,*
하지정맥류,,,,NNP,*,F,하지정맥류,*,*,*,*,*
한센병,,,,NNP,*,F,한센병,*,*,*,*,*
성대결절,,,,NNP,*,F,성대결절,*,*,*,*,*
요로감염,,,,NNP,*,F,요로감염,*,*,*,*,*
튼살,,,,NNP,*,F,튼살,*,*,*,*,*
폐기종,,,,NNP,*,F,폐기종,*,*,*,*,*
사시,,,,NNP,*,F,사시,*,*,*,*,*
말라리아,,,,NNP,*,F,말라리아,*,*,*,*,*
퇴행성 관절염,,,,NNP,*,F,퇴행성 관절염,*,*,*,*,*
자궁내막암,,,,NNP,*,F,자궁내막암,*,*,*,*,*
